Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDC17,12.15,0.015484763,211.9928,OUT049,631.1784,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCZ30,6.59,0.026163192,121.5098,OUT013,602.549,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDK03,12.6,0.073920438,255.6356,OUT046,2797.6916,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE08,12.792854228644284,0.086352403,149.8734,OUT019,445.4202,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCM07,12.792854228644284,0.03976832,83.9908,OUT027,2348.9424,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDY35,12.792854228644284,0.015950066,47.7402,OUT027,1975.4286,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS28,12.792854228644284,0.082002559,59.2588,OUT027,1374.2112,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI56,7.325,0.093307668,92.7146,OUT013,2006.7212,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDR23,12.792854228644284,0.143199389,175.837,OUT019,352.874,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDF29,15.1,0.019965179,130.531,OUT049,908.817,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA47,12.792854228644284,0.116108797,164.121,OUT027,6035.477,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI10,8.51,0.078339081,172.9422,OUT013,1379.5376,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA27,20.35,0.031102571,257.2672,OUT017,2045.3376,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCR41,17.85,0.018097419,96.9094,OUT018,1332.9316,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDR09,18.25,0.078041216,258.4962,OUT018,2848.9582,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCB06,17.6,0.08226356,160.492,OUT013,1278.336,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDE53,10.895,0.026880159,106.428,OUT046,1491.392,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCA06,12.792854228644284,0.142589751,35.919,OUT027,585.904,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDL56,14.1,0.126292985,88.6198,OUT018,1133.8574,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT09,15.15,0.012260981,131.7284,OUT035,1186.4556,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRH03,17.25,0.05869048,91.612,OUT010,93.212,20,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
NCQ53,17.6,0.018982338,237.059,OUT018,2836.308,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCT18,14.6,0.059405152,179.6976,OUT046,3621.952,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDL43,10.1,0.027059264,76.467,OUT035,1761.041,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ53,10.5,0.071244438,119.2098,OUT035,1325.6078,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCQ02,12.6,0.007455054,186.9556,OUT035,3942.8676,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCJ05,18.7,0.046088273,153.6682,OUT046,3506.7686,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDT40,5.985,0.096185556,127.1678,OUT018,3560.6984,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA48,12.1,0.11487406,221.4114,OUT046,5099.3622,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV37,13.0,0.083643716,196.0426,OUT049,2570.6538,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDX07,19.2,0.022965292,181.695,OUT045,2563.33,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
DRG48,5.78,0.014584584,146.3102,OUT045,2187.153,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDF44,7.17,0.059716729,130.9968,OUT035,2348.9424,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS24,20.85,0.062224479,88.1514,OUT046,1682.4766,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCQ50,18.75,0.034360687,215.7218,OUT049,4274.436,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDT25,7.5,0.050708743,123.4072,OUT013,3185.1872,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDO03,10.395,0.036957777,230.5352,OUT045,4580.704,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDJ55,12.8,0.023530953,223.5404,OUT046,1800.3232,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM36,11.65,0.058681957,170.4422,OUT013,517.3266,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDM21,20.2,0.064728148,258.0646,OUT017,5668.6212,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK58,11.35,0.0,103.0016,OUT035,2125.2336,14,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD26,8.71,0.120773451,186.5924,OUT010,555.2772,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDW57,8.31,0.115911972,177.3028,OUT045,1948.1308,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT32,19.0,0.10985775,188.8214,OUT010,188.4214,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDT25,7.5,0.050853901,121.7072,OUT045,367.5216,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCB19,6.525,0.090295708,84.6882,OUT046,601.2174,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDD05,12.792854228644284,0.029084548,122.0098,OUT019,361.5294,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCE54,12.792854228644284,0.026769592,77.0354,OUT027,2332.2974,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDO39,6.985,0.137580452,182.8608,OUT049,4042.7376,19,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCV06,11.3,0.066816565,192.2478,OUT045,1356.2346,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
DRB13,6.115,0.01179078,189.053,OUT010,948.765,20,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
FDX51,9.5,0.036921781,194.2452,OUT010,782.9808,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDC38,15.7,0.122742389,134.2942,OUT045,1192.4478,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD04,16.0,0.089971292,143.2154,OUT046,1701.7848,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDC05,13.1,0.099186992,198.7768,OUT018,3153.2288,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
DRJ59,12.792854228644284,0.0,39.0164,OUT027,1042.6428,33,3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDL22,16.85,0.036596012,90.6488,OUT017,633.8416,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRH13,12.792854228644284,0.041821227,107.628,OUT019,213.056,33,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDV22,14.85,0.016635488,157.563,OUT010,312.926,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP07,18.2,0.090084098,197.211,OUT045,3142.576,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK27,11.0,0.008960445,119.1756,OUT049,1696.4584,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDP31,21.1,0.162418495,64.9168,OUT017,639.168,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCI54,15.2,0.056237906,110.7912,OUT010,109.1912,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
DRK35,12.792854228644284,0.071498575,37.7506,OUT027,796.9626,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCO07,9.06,0.009791467,213.256,OUT049,4687.232,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDN31,11.5,0.072820885,191.253,OUT013,3036.048,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCO02,11.15,0.073354286,66.8142,OUT035,2372.9112,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDQ26,13.5,0.068010049,57.2562,OUT045,770.3306,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ07,15.1,0.087406863,221.8456,OUT046,663.1368,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB49,8.3,0.030198228,98.2384,OUT049,2167.8448,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDY44,14.15,0.024442501,196.411,OUT049,2749.754,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCI54,12.792854228644284,0.033436336,107.3912,OUT027,3057.3536,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDV44,8.365,0.039844429,190.1188,OUT046,1904.188,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI48,11.85,0.055805027,53.0666,OUT049,512.666,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCL05,19.6,0.047888606,42.277,OUT035,605.878,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDT32,19.0,0.065735977,189.6214,OUT049,2826.321,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDM10,18.25,0.076089711,212.9218,OUT049,3846.9924,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS21,19.85,0.020908608,63.5194,OUT049,557.2746,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDD11,12.85,0.030678825,251.704,OUT045,3542.056,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDL04,12.792854228644284,0.111381428,106.7622,OUT027,2964.1416,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO58,19.6,0.039738393,163.7526,OUT018,2960.1468,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDQ08,15.7,0.01903743,60.5536,OUT017,490.0288,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT28,13.3,0.06356617,151.3708,OUT046,3611.2992,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT22,10.395,0.112553853,59.022,OUT018,1378.206,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB58,10.5,0.013493914,143.7154,OUT035,3119.9388,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN45,19.35,0.118102769,224.8088,OUT046,2013.3792,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDZ45,14.1,0.06682033,198.9084,OUT013,4761.8016,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ38,8.6,0.040205535,188.753,OUT046,7590.12,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCT06,17.1,0.038816115,166.4842,OUT045,1326.2736,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDU21,12.792854228644284,0.076348933,32.8558,OUT027,713.0718,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCP30,20.5,0.032819637,38.9822,OUT049,982.055,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDR27,15.1,0.096249842,134.4942,OUT049,2119.9072,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW39,6.69,0.0,176.937,OUT017,4234.488,11,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
DRZ24,12.792854228644284,0.0,121.044,OUT027,2396.88,33,3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDK21,7.905,0.010003987,250.7408,OUT013,5757.8384,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ04,18.0,0.124452048,118.5124,OUT046,1303.6364,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDZ13,7.84,0.154363209,50.835,OUT017,599.22,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS16,15.15,0.066551268,144.676,OUT017,3954.852,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD56,15.2,0.173703549,175.8054,OUT010,1050.6324,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDI57,19.85,0.054025644,197.2768,OUT046,6503.5344,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ12,12.792854228644284,0.03523927,231.601,OUT027,5972.226,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI56,7.325,0.093385381,91.3146,OUT046,1641.8628,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCT42,5.88,0.024937792,148.4392,OUT045,2087.9488,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDM25,10.695,0.060654268,174.7712,OUT035,3339.6528,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRB25,12.792854228644284,0.06912336,106.0938,OUT027,2787.0388,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCY30,20.25,0.025953257,179.5976,OUT046,2535.3664,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDD44,8.05,0.07884393,257.0646,OUT017,8760.5964,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK45,11.65,0.033851785,112.186,OUT035,1018.674,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN45,19.35,0.118342285,222.6088,OUT045,1789.6704,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ09,7.235,0.058121214,115.8834,OUT035,1382.2008,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC17,12.15,0.015457803,209.9928,OUT035,5259.82,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD45,8.615,0.116152226,94.1436,OUT013,1512.6976,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD41,6.765,0.087260103,105.0306,OUT046,2090.612,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDU46,10.3,0.0111263,87.254,OUT046,1211.756,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO45,13.15,0.038167453,89.4856,OUT017,1230.3984,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDG41,8.84,0.076547632,109.5228,OUT035,1657.842,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRC13,8.26,0.0,122.573,OUT045,739.038,16,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX50,20.1,0.074931201,108.9228,OUT018,1105.228,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDK56,9.695,0.0,185.1898,OUT035,2619.2572,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCL18,18.85,0.16758389,194.6136,OUT046,2721.7904,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDN57,18.25,0.054318517,140.9154,OUT049,6381.693,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDX03,12.792854228644284,0.060800116,44.4744,OUT027,769.6648,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCU17,5.32,0.0,101.7674,OUT013,1120.5414,31,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDL14,8.115,0.032152786,157.3972,OUT035,1869.5664,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCU18,15.1,0.055840055,139.8496,OUT046,1411.496,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCH43,8.42,0.070968081,215.9192,OUT017,1941.4728,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDH41,9.0,0.081996013,216.2534,OUT035,4301.068,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS28,8.18,0.082737261,57.3588,OUT018,343.5528,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDG02,12.792854228644284,0.011206632,191.4188,OUT027,3998.7948,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS40,15.35,0.014047825,36.719,OUT045,585.904,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD10,20.6,0.045982389,177.0344,OUT013,535.3032,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRQ35,9.3,0.042256257,124.4388,OUT013,1609.9044,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCL05,19.6,0.0,42.877,OUT049,649.155,19,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDJ48,11.3,0.056424146,247.8118,OUT035,2223.1062,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV21,12.792854228644284,0.170254469,124.8704,OUT027,2127.8968,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDJ26,15.3,0.084749164,215.5218,OUT035,4060.7142,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCN05,8.235,0.014541462,184.495,OUT017,3844.995,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDK09,15.2,0.091763303,228.5352,OUT046,1832.2816,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM56,12.792854228644284,0.069851683,110.9912,OUT027,1310.2944,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRF25,9.0,0.039004193,37.019,OUT045,659.142,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG14,9.0,0.05060313,150.9024,OUT045,4402.2696,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ31,15.35,0.113195815,190.8504,OUT035,3643.2576,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU21,12.792854228644284,0.134327613,35.0558,OUT019,33.9558,33,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDC57,20.1,0.054584207,193.382,OUT035,4247.804,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU46,10.3,0.018623146,87.854,OUT010,259.662,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDU22,12.35,0.093278912,118.7124,OUT035,2607.2728,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRG23,8.88,0.086957199,152.5682,OUT045,1372.2138,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDR23,15.85,0.13689554,176.437,OUT010,529.311,20,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDI14,14.1,0.090043082,140.1496,OUT018,846.8976,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCN42,20.25,0.014251461,148.6418,OUT045,2648.5524,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCM41,16.5,0.035711426,93.612,OUT049,1584.604,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDT55,13.6,0.043655155,156.7946,OUT046,3629.2758,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRY23,12.792854228644284,0.108568067,42.9112,OUT027,809.6128,33,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
FDL46,20.35,0.090480214,119.5466,OUT010,117.8466,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDQ57,7.275,0.027942357,145.076,OUT035,1611.236,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ16,19.7,0.041730507,109.2912,OUT035,2402.2064,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ52,12.792854228644284,0.099589909,109.1886,OUT027,4225.1668,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCX18,14.15,0.008829806,196.811,OUT018,4517.453,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDM34,19.0,0.067722325,130.8626,OUT018,1573.9512,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDG60,12.792854228644284,0.060405784,234.5616,OUT027,6796.4864,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCA06,20.5,0.0,37.119,OUT018,842.237,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
DRD12,6.96,0.077193561,89.9146,OUT046,1277.0044,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDP04,15.35,0.013869039,62.5168,OUT018,447.4176,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCH30,17.1,0.067290244,114.586,OUT045,1584.604,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDS04,10.195,0.146960375,142.2838,OUT045,1685.8056,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ13,12.792854228644284,0.018632082,82.9908,OUT019,503.3448,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDU59,5.78,0.096536082,162.8552,OUT049,3574.0144,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRG11,6.385,0.084008316,108.2596,OUT045,1186.4556,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDA36,12.792854228644284,0.005638944,184.9924,OUT027,3146.5708,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDA15,9.3,0.01601936,248.5092,OUT035,6474.2392,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ03,13.65,0.13187274,188.024,OUT010,745.696,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDJ16,9.195,0.114863923,59.0246,OUT035,1853.5872,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ12,9.17,0.103138922,141.747,OUT049,3006.087,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH09,12.6,0.056191301,53.2982,OUT045,736.3748,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT13,14.85,0.01867669,188.7214,OUT017,3956.8494,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU20,19.35,0.021578923,120.5098,OUT017,1807.647,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
DRH25,18.7,0.0,52.2324,OUT035,467.3916,14,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK26,5.46,0.032242661,187.624,OUT045,3542.056,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU32,8.785,0.025962714,120.9414,OUT035,1949.4624,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI22,12.6,0.096407554,210.8612,OUT045,3344.9792,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCB54,8.76,0.050256604,127.3336,OUT018,2684.5056,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDX46,12.3,0.058234621,58.7562,OUT045,592.562,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCC07,19.6,0.023931217,103.1964,OUT013,736.3748,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDM16,8.155,0.033692089,76.2354,OUT018,1279.0018,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDJ55,12.792854228644284,0.023417004,223.8404,OUT027,7201.2928,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRI01,7.97,0.034647829,171.2422,OUT017,3103.9596,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDD50,18.85,0.142219209,167.6132,OUT018,1522.0188,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDJ08,11.1,0.11089655,191.5846,OUT045,2101.9306,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCK18,9.6,0.006708517,164.6184,OUT049,2972.1312,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDQ14,9.27,0.103419257,148.105,OUT010,149.805,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDS51,13.35,0.032180494,61.2194,OUT046,433.4358,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA04,11.3,0.066717378,260.8962,OUT035,4920.9278,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDP10,19.0,0.128814669,107.6622,OUT017,1164.4842,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT36,12.3,0.111500259,35.6874,OUT045,846.8976,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH38,6.425,0.010497273,118.3808,OUT017,2812.3392,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC16,11.5,0.020653603,84.954,OUT018,865.54,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDF17,5.19,0.042687151,195.911,OUT049,2946.165,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDU23,12.15,0.021705417,163.5184,OUT013,3137.2496,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDB34,15.25,0.026651184,86.6198,OUT049,1657.1762,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW26,11.8,0.106968096,221.6772,OUT013,3113.2808,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDP45,15.7,0.030686952,253.4724,OUT045,1510.0344,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD38,16.75,0.008191729,103.5674,OUT046,1629.8784,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM60,10.8,0.048218142,42.2138,OUT049,690.4346,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW26,11.8,0.107036943,220.3772,OUT035,4447.544,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV51,12.792854228644284,0.032381325,166.1842,OUT027,5470.8786,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT33,7.81,0.034043503,168.7158,OUT049,2673.8528,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDQ40,11.1,0.036027524,177.2712,OUT046,3339.6528,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX40,12.85,0.0,38.3164,OUT035,502.0132,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU31,10.5,0.02498633,216.7508,OUT035,3038.7112,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRJ01,6.135,0.115032406,161.0236,OUT046,1288.9888,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDP11,12.792854228644284,0.068765925,216.9166,OUT027,4354.332,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
